2020-04-20 20:32:10,788 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-04-20 20:32:10,827 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-04-20 20:32:10,829 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-04-20 20:32:10,829 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-04-20 20:32:10,838 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-04-20 20:32:10,838 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-04-20 20:32:11,030 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-04-20 21:34:46,509 INFO  SwAddin.cs: 271 - Assembly export called for file SPRYPED ASSEMBLY REV04.SLDASM
2020-04-20 21:34:47,920 INFO  SwAddin.cs: 290 - Saving assembly
2020-04-20 21:34:49,605 INFO  SwAddin.cs: 293 - Opening property manager
2020-04-20 21:34:49,630 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from SPRYPED ASSEMBLY REV04.SLDASM
2020-04-20 21:34:49,664 INFO  ExportHelperExtension.cs: 1142 - Found 447 in SPRYPED ASSEMBLY REV04.SLDASM
2020-04-20 21:34:49,666 INFO  ExportHelperExtension.cs: 1152 - Found 9 features of type [CoordSys] in SPRYPED ASSEMBLY REV04.SLDASM
2020-04-20 21:34:49,666 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-04-20 21:34:49,667 INFO  ExportHelperExtension.cs: 1167 - 118 components to check
2020-04-20 21:34:49,668 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-81
2020-04-20 21:34:49,669 INFO  ExportHelperExtension.cs: 1142 - Found 43 in 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-81
2020-04-20 21:34:49,669 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-81
2020-04-20 21:34:49,670 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from SQUARE TUBE, CFRP - 22X22X20X500-7
2020-04-20 21:34:49,670 INFO  ExportHelperExtension.cs: 1142 - Found 26 in SQUARE TUBE, CFRP - 22X22X20X500-7
2020-04-20 21:34:49,670 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in SQUARE TUBE, CFRP - 22X22X20X500-7
2020-04-20 21:34:49,671 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-77
2020-04-20 21:34:49,671 INFO  ExportHelperExtension.cs: 1142 - Found 43 in 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-77
2020-04-20 21:34:49,671 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-77
2020-04-20 21:34:49,672 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 59935K820_METRIC BALL-10
2020-04-20 21:34:49,672 INFO  ExportHelperExtension.cs: 1142 - Found 23 in 59935K820_METRIC BALL-10
2020-04-20 21:34:49,673 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 59935K820_METRIC BALL-10
2020-04-20 21:34:49,673 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-79
2020-04-20 21:34:49,673 INFO  ExportHelperExtension.cs: 1142 - Found 43 in 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-79
2020-04-20 21:34:49,674 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-79
2020-04-20 21:34:49,674 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-80
2020-04-20 21:34:49,674 INFO  ExportHelperExtension.cs: 1142 - Found 43 in 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-80
2020-04-20 21:34:49,675 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 91290A148_BLACK-OXIDE CLASS 12.9 SOCKET HEAD CAP SCREW-80
2020-04-20 21:34:49,675 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from TOE LINK REV01-5
2020-04-20 21:34:49,676 INFO  ExportHelperExtension.cs: 1142 - Found 27 in TOE LINK REV01-5
